Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
16.4202,119.9279,78.17,79,36,11.7,PH,1643570508
56.1833,36.9833,24.73,95,100,10.89,RU,1643570508
-32.5708,27.424,65.05,97,53,3.51,ZA,1643570509
41.1875,61.4036,32.67,65,73,9.44,TM,1643570509
35.5392,106.6861,6.76,83,4,5.03,CN,1643570509
45.1667,10.7833,47.48,88,0,3.0,IT,1643570510
55.5961,44.5446,22.57,95,98,8.7,RU,1643570510
18.6853,12.9164,63.05,15,0,13.67,NE,1643570511
25.0213,37.2685,66.33,59,100,10.6,SA,1643570511
61.67,96.37,-7.33,99,100,0.58,RU,1643570511
34.85,136.4,37.44,69,99,7.45,JP,1643570512
36.7281,-91.8524,52.63,30,0,4.0,US,1643570512
34.0372,-4.9998,60.91,35,6,8.05,MA,1643570512
4.423,-7.3528,80.78,82,77,7.65,CI,1643570269
-8.145,159.5921,79.81,83,100,3.85,SB,1643570513
54.4299,31.8996,31.15,97,99,9.51,RU,1643570513
39.8885,4.2658,50.56,81,0,8.05,ES,1643570514
48.6814,71.6433,14.04,95,100,9.93,KZ,1643570514
-7.3,27.4167,69.76,96,100,3.42,CD,1643570514
65.7,82.4667,-5.82,99,94,8.25,RU,1643570515
55.5562,98.6644,-1.17,99,100,1.74,RU,1643570515
18.1,-91.0167,76.32,48,1,1.1,MX,1643570516
63.8424,-22.4338,25.27,86,75,32.21,IS,1643570398
-21.0096,55.2707,80.71,79,32,1.41,RE,1643570516
-28.55,16.4333,68.41,78,99,3.65,NA,1643570344
34.5036,109.5089,29.89,52,5,2.57,CN,1643570517
-19.55,169.2667,77.36,93,100,8.41,VU,1643570517
68.75,161.3,-24.81,98,100,4.03,RU,1643570517
51.6667,75.3667,12.07,87,55,13.29,KZ,1643570276
3.8667,11.5167,74.08,26,100,2.53,CM,1643570300
37.0881,15.2792,53.19,62,0,3.87,IT,1643570504
23.2667,69.6667,64.45,89,0,8.57,IN,1643570519
61.5996,5.0328,34.5,86,75,10.36,NO,1643570519
25.9565,-80.1392,63.01,29,0,1.99,US,1643570519
-22.9,44.5333,77.76,51,0,7.58,MG,1643570520
36.2946,-76.2511,38.01,39,0,7.0,US,1643570520
43.5624,7.1278,51.67,83,75,6.91,FR,1643570444
-8.6011,-38.5686,95.45,24,100,9.84,BR,1643570521
46.844,74.9804,3.94,100,85,4.99,KZ,1643570521
50.8331,-118.9856,33.3,93,100,3.51,CA,1643570521
68.7098,-52.8699,2.26,92,100,11.7,GL,1643570522
64.8378,-147.7164,-23.84,71,20,0.0,US,1643570431
-46.1333,167.6833,59.83,92,10,2.19,NZ,1643570582
-17.7125,-39.2481,84.96,67,37,13.06,BR,1643570583
5.8833,38.9833,59.09,30,100,2.53,ET,1643570583
-0.9492,100.3543,73.45,91,100,2.77,ID,1643570584
-36.6167,-71.8333,79.54,32,20,10.36,CL,1643570584
21.65,-101.5,71.28,17,0,13.69,MX,1643570584
59.758,18.705,32.29,71,38,17.9,SE,1643570585
17.6667,100.5,64.85,42,79,2.3,TH,1643570585
14.8961,-24.4956,72.27,70,100,14.45,CV,1643570586
-3.2033,-52.2064,80.69,78,75,2.3,BR,1643570586
18.4411,1.4078,74.52,13,8,10.65,ML,1643570587
1.0002,9.5823,81.43,78,100,8.3,GA,1643570587
36.1468,49.218,26.1,80,5,7.85,IR,1643570587
21.2833,-88.9333,74.03,41,1,7.74,MX,1643570588
50.1186,-5.5371,50.68,78,100,20.18,GB,1643570588
50.2001,-66.3821,9.12,64,75,8.99,CA,1643570589
41.5284,-87.4237,32.09,72,100,3.0,US,1643570589
62.8833,152.4333,-23.55,97,61,4.07,RU,1643570590
46.5389,138.3297,0.41,77,70,9.44,RU,1643570590
50.669,18.6844,39.67,82,100,24.05,PL,1643570591
-25.2986,152.8535,71.71,87,65,8.57,AU,1643570591
-2.6741,141.3028,76.78,87,100,9.17,PG,1643570591
-46.2817,169.8464,55.63,93,24,2.89,NZ,1643570407
-36.7167,-73.1167,71.28,56,20,17.27,CL,1643570592
38.4362,57.4316,44.15,56,0,8.61,TM,1643570592
-17.5065,-149.489,78.57,69,75,1.14,PF,1643570593
-35.1667,173.1667,62.91,88,100,8.84,NZ,1643570593
70.0311,20.9714,28.58,76,97,7.63,NO,1643570532
-22.6667,167.4833,78.96,87,100,9.37,NC,1643570594
45.3836,21.1381,41.29,60,100,15.95,RO,1643570594
61.1146,10.4674,18.32,92,86,3.31,NO,1643570594
46.95,24.05,39.69,90,97,24.14,RO,1643570595
49.9333,116.8667,-21.55,99,35,2.04,RU,1643570595
67.8557,20.2251,2.32,85,10,3.44,SE,1643570596
17.1561,-89.0714,73.54,100,75,4.61,BZ,1643570596
49.1833,125.2167,-17.0,99,14,1.19,CN,1643570597
35.174,-2.9287,55.65,71,0,3.44,MA,1643570597
-32.7167,152.15,73.0,96,62,3.11,AU,1643570597
-1.8283,-44.8683,78.01,88,97,5.84,BR,1643570598
39.6178,125.6647,21.99,45,0,2.24,KP,1643570598
57.6531,14.6968,32.29,58,2,14.29,SE,1643570599
68.6073,31.7962,2.55,99,96,3.31,RU,1643570599
47.9167,26.9833,43.07,83,100,14.34,RO,1643570599
50.7714,16.2843,38.95,75,71,22.53,PL,1643570600
43.2128,-75.4557,23.13,44,0,1.01,US,1643570453
5.9538,116.6641,70.45,98,100,0.38,MY,1643570600
10.6667,-61.5333,84.02,71,75,9.64,TT,1643570601
-7.2597,-34.9075,85.46,70,40,16.11,BR,1643570567
41.5678,35.9069,47.98,73,100,8.05,TR,1643570601
-0.9516,122.7875,77.38,80,100,4.7,ID,1643570602
60.4167,134.5333,-32.75,100,98,1.21,RU,1643570662
9.1667,35.8333,64.33,39,16,4.27,ET,1643570662
38.3791,-4.8483,45.18,46,8,2.3,ES,1643570663
-37.8333,140.7667,62.51,100,100,9.22,AU,1643570663
-1.195,-46.02,75.36,93,100,6.87,BR,1643570664
12.4539,4.1975,76.37,12,18,10.69,NG,1643570664
69.3833,178.4167,-9.45,93,100,0.69,RU,1643570665
-29.6641,22.7474,79.41,41,99,5.99,ZA,1643570665
28.963,-13.5477,66.18,52,0,6.91,ES,1643570665
64.5667,143.2,-13.02,99,100,1.41,RU,1643570666
56.6616,16.3616,39.13,62,40,18.41,SE,1643570666
62.5833,6.1333,34.09,93,75,6.91,NO,1643570667
1.0,-52.0,79.79,87,21,4.0,BR,1643570667
-11.3667,-38.3333,84.33,57,89,12.62,BR,1643570667
53.2168,-106.4011,20.43,89,7,10.18,CA,1643570668
65.75,150.85,-17.32,97,100,11.18,RU,1643570668
44.0787,-80.2041,21.67,68,97,8.72,CA,1643570669
-37.8811,147.981,66.58,98,98,2.66,AU,1643570669
68.0531,39.5131,2.25,98,99,7.85,RU,1643570669
-2.65,10.0,78.12,84,100,3.98,GA,1643570670
5.0089,-74.4723,88.41,58,100,5.48,CO,1643570474
